step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
2,detail-of-lanzon,0.5035147936585108,0.46603277476109783,1.059730250481696,,what's the object?,The object is made out of stone,,,,,,,,
1,chavin-de-huantar,0.5,0.5,1,,where is this located?,chavin,,,,,,,,
4,detail-of-lanzon,0.6714333774425012,0.5681980123321535,2.3843930635838158,,why are there snakes?,"Snakes represent a preditor like sense ",,,,,,,,
5,detail-of-lanzon,0.5122028188156987,0.31803596025707326,1.5895953757225438,,why are the eyes looking up?,The imagery wants to display an divinity above,,,,,,,,
3,lanzon,0.49745202695403146,0.48204219458554626,1.059730250481696,,what is it shaped like?,"This is shaped 2 dimensional ",,,,,,,,
